3,1.930700,2,1,2,3.164935,5.041832,0.813100,0.828300
3,1.921000,2,1,3,3.164935,6.348682,0.813100,0.862400
3,1.926900,2,1,4,3.163798,7.682613,0.810300,0.896500
3,1.941300,2,1,5,3.163798,9.072114,0.810300,0.906200
3,1.938600,2,1,6,3.163798,10.406198,0.810300,0.923700
3,1.927500,2,1,7,3.163798,11.637174,0.810300,0.929800
3,1.928500,2,1,8,3.163798,12.951306,0.810300,0.944300
3,1.929200,2,1,9,3.163798,14.281370,0.810300,0.940700
3,1.925700,2,1,10,3.163798,15.531602,0.810300,0.945600
5,2.928400,6,3,3,5.815757,7.390686,0.801900,0.714000
5,2.923200,6,3,4,5.815757,8.380498,0.801900,0.746100
5,2.927000,6,3,5,5.815757,9.405133,0.801900,0.769900
5,2.925800,6,3,6,5.815757,10.417441,0.801900,0.797400
5,2.929000,6,3,7,5.815757,11.409276,0.801900,0.824600
5,2.922800,6,3,8,5.815757,12.426106,0.801900,0.842900
5,2.915800,6,3,9,5.806115,13.428654,0.791700,0.853800
5,2.926900,6,3,10,5.806115,14.437530,0.791700,0.861900
5,2.912900,6,3,11,5.806115,15.451484,0.791700,0.875100
5,2.921200,6,3,12,5.806115,16.439630,0.791700,0.888500
5,2.917000,6,3,13,5.806115,17.437534,0.791700,0.898100
5,2.927000,6,3,14,5.806115,18.422992,0.791700,0.905100
5,2.909600,6,3,15,5.806115,19.428414,0.791700,0.915200
5,2.916200,6,3,16,5.806115,20.424013,0.791700,0.922300
5,2.930600,6,3,17,5.817476,21.440728,0.791900,0.927700
5,2.920300,6,3,18,5.817476,22.442184,0.791900,0.931900
5,2.920300,6,3,19,5.817476,23.443654,0.791900,0.938200
5,2.919400,6,3,20,5.817476,24.496902,0.791900,0.939600
5,2.925700,6,3,21,5.817476,25.441292,0.791900,0.950800
5,2.907000,6,3,22,5.817476,26.443021,0.791900,0.949900
10,4.842000,6,2,3,1.528166,1.970648,0.803400,0.693100
10,4.825300,6,2,4,1.528166,2.230413,0.803400,0.734500
